policy,reward
1,-37.99999999999993
1,-20.499999999999993
1,-40.39999999999993
1,-62.999999999999844
1,-122.30000000000067
1,-39.29999999999993
1,-58.19999999999986
1,-40.89999999999992
1,-81.70000000000009
1,-39.19999999999993
1,-41.59999999999992
1,-37.69999999999993
1,-20.499999999999993
1,-18.999999999999996
1,-62.39999999999984
1,-42.79999999999991
1,-18.4
1,-82.5000000000001
1,-17.6
1,-19.999999999999993
1,-81.6000000000001
1,-58.899999999999864
1,-100.60000000000036
1,-40.09999999999992
1,-41.09999999999992
1,-58.69999999999986
1,-78.50000000000004
1,-20.199999999999992
1,-40.39999999999993
1,-19.799999999999994
1,-39.39999999999993
1,-39.99999999999993
1,-58.89999999999986
1,-60.49999999999985
1,-41.09999999999992
1,-41.09999999999992
1,-36.79999999999994
1,-57.899999999999864
1,-60.89999999999985
1,-100.00000000000034
1,-17.200000000000003
1,-60.59999999999985
1,-21.49999999999999
1,-20.699999999999992
1,-220.20000000000203
1,-58.799999999999855
1,-60.79999999999985
1,-104.80000000000041
1,-117.40000000000059
1,-158.10000000000113
1,-77.40000000000003
1,-17.700000000000003
1,-18.0
1,-62.29999999999985
1,-36.49999999999994
1,-137.30000000000086
1,-77.80000000000003
1,-79.80000000000007
1,-40.99999999999992
1,-58.69999999999986
1,-62.39999999999984
1,-40.49999999999993
1,-17.000000000000004
1,-19.799999999999994
1,-98.80000000000032
1,-38.79999999999993
1,-37.49999999999993
1,-42.999999999999915
1,-61.79999999999985
1,-37.399999999999935
1,-17.900000000000002
1,-120.80000000000065
1,-38.29999999999993
1,-38.09999999999994
1,-75.19999999999999
1,-20.699999999999992
1,-20.39999999999999
1,-52.49999999999988
1,-42.29999999999992
1,-40.79999999999992
1,-59.29999999999986
1,-26.39999999999997
1,-18.799999999999997
1,-21.899999999999988
1,-252.20000000000246
1,-78.40000000000005
1,-79.60000000000007
1,-180.30000000000146
1,-58.399999999999864
1,-136.80000000000084
1,-20.699999999999992
1,-59.19999999999986
1,-40.69999999999992
1,-21.29999999999999
1,-56.49999999999987
1,-58.29999999999986
1,-118.1000000000006
1,-19.199999999999996
1,-99.80000000000035
1,-142.0000000000009
1,-60.09999999999986
1,-18.999999999999996
1,-38.79999999999993
1,-41.39999999999992
1,-17.200000000000003
1,-80.70000000000007
1,-42.099999999999916
1,-101.80000000000037
1,-39.49999999999992
1,-119.10000000000062
1,-18.7
1,-79.60000000000007
1,-20.79999999999999
1,-103.5000000000004
1,-18.0
1,-56.69999999999987
1,-60.99999999999986
1,-20.39999999999999
1,-59.39999999999986
1,-103.5000000000004
1,-39.49999999999992
1,-38.899999999999935
1,-18.5
1,-37.59999999999993
1,-79.00000000000006
1,-19.599999999999994
1,-17.6
1,-120.70000000000063
1,-16.800000000000004
1,-19.399999999999995
1,-20.59999999999999
1,-78.70000000000003
1,-17.6
1,-40.699999999999925
1,-79.00000000000006
1,-17.6
1,-59.89999999999986
1,-58.299999999999855
1,-96.4000000000003
1,-97.80000000000032
1,-103.8000000000004
1,-19.799999999999994
1,-17.900000000000002
1,-19.599999999999994
1,-80.20000000000006
1,-18.4
1,-20.499999999999993
1,-39.89999999999993
1,-79.30000000000005
1,-120.90000000000063
1,-82.20000000000009
1,-19.699999999999996
1,-61.499999999999844
1,-38.09999999999993
1,-59.09999999999985
1,-82.5000000000001
1,-20.79999999999999
1,-19.799999999999994
1,-91.80000000000024
1,-59.699999999999854
1,-21.69999999999999
1,-117.4000000000006
1,-18.3
1,-80.40000000000006
1,-57.89999999999987
1,-54.799999999999876
1,-80.10000000000005
1,-18.9
1,-19.699999999999996
1,-38.499999999999936
1,-60.299999999999855
1,-38.19999999999993
1,-19.599999999999994
1,-39.09999999999993
1,-103.00000000000038
1,-18.0
1,-20.59999999999999
1,-39.99999999999992
1,-80.40000000000008
1,-17.700000000000003
1,-21.09999999999999
1,-17.500000000000004
1,-142.60000000000093
1,-20.39999999999999
1,-21.49999999999999
1,-37.79999999999993
1,-20.59999999999999
1,-20.699999999999992
1,-39.699999999999925
1,-39.19999999999993
1,-20.89999999999999
1,-40.09999999999993
1,-76.50000000000001
1,-20.499999999999993
1,-36.59999999999994
1,-122.80000000000067
1,-39.299999999999926
1,-20.39999999999999
1,-21.399999999999988
1,-18.1
1,-18.9
1,-42.29999999999992
1,-19.099999999999998
1,-19.899999999999995
1,-36.999999999999936
1,-20.39999999999999
1,-20.699999999999992
1,-38.699999999999925
1,-101.20000000000036
1,-38.29999999999993
1,-20.39999999999999
1,-100.60000000000035
1,-58.59999999999986
1,-24.199999999999978
1,-40.49999999999993
1,-20.99999999999999
1,-40.59999999999992
1,-17.400000000000002
1,-17.8
1,-40.699999999999925
1,-41.79999999999992
1,-39.39999999999993
1,-36.09999999999994
1,-17.400000000000002
1,-202.20000000000175
1,-18.3
1,-138.3000000000009
1,-18.4
1,-104.4000000000004
1,-57.19999999999987
1,-80.30000000000005
1,-37.59999999999994
1,-20.99999999999999
1,-39.49999999999993
1,-19.199999999999996
1,-58.69999999999986
1,-61.59999999999985
1,-57.29999999999987
1,-18.9
1,-60.699999999999854
1,-41.89999999999991
1,-18.799999999999997
1,-149.80000000000106
1,-100.60000000000035
1,-118.9000000000006
1,-17.700000000000003
1,-35.99999999999994
1,-57.29999999999986
1,-17.700000000000003
1,-77.60000000000002
1,-18.0
1,-39.39999999999993
1,-20.499999999999993
1,-58.89999999999986
1,-40.199999999999925
1,-20.499999999999993
1,-63.899999999999835
1,-39.299999999999926
1,-39.799999999999926
1,-78.50000000000004
1,-21.29999999999999
1,-39.59999999999992
1,-78.50000000000004
1,-90.0000000000002
1,-39.39999999999993
1,-18.5
1,-100.50000000000036
1,-58.199999999999854
1,-17.900000000000002
1,-160.0000000000012
1,-18.2
1,-101.50000000000036
1,-99.60000000000034
1,-58.799999999999855
1,-17.8
1,-40.99999999999992
1,-19.899999999999995
1,-119.10000000000062
1,-42.599999999999916
1,-35.89999999999994
1,-58.19999999999986
1,-235.6000000000022
1,-42.49999999999992
1,-18.1
1,-18.0
1,-62.09999999999985
1,-40.39999999999993
1,-40.99999999999992
1,-39.199999999999925
1,-179.40000000000148
1,-60.59999999999985
1,-75.4
1,-140.20000000000093
1,-61.09999999999985
1,-38.89999999999993
1,-59.39999999999986
1,-18.0
1,-19.199999999999996
1,-40.89999999999993
1,-78.80000000000004
1,-18.5
1,-21.09999999999999
1,-39.59999999999992
1,-17.700000000000003
1,-18.3
1,-18.7
1,-43.19999999999991
1,-60.999999999999844
1,-64.19999999999985
1,-34.99999999999994
1,-39.59999999999992
1,-183.4000000000015
1,-150.80000000000103
1,-39.09999999999993
1,-58.49999999999986
1,-38.49999999999993
1,-39.59999999999992
1,-37.69999999999993
1,-78.40000000000003
1,-21.399999999999988
1,-19.999999999999993
1,-19.299999999999997
1,-63.19999999999985
1,-40.79999999999992
1,-20.699999999999992
1,-20.699999999999992
1,-102.00000000000037
1,-17.400000000000002
1,-17.700000000000003
1,-38.19999999999993
1,-20.79999999999999
1,-20.099999999999994
1,-18.5
1,-18.7
1,-60.49999999999985
1,-20.499999999999993
1,-61.59999999999985
1,-39.89999999999993
1,-62.69999999999985
1,-37.399999999999935
1,-37.49999999999993
1,-104.30000000000041
1,-20.99999999999999
1,-79.60000000000005
1,-41.79999999999992
1,-38.799999999999926
1,-80.90000000000008
1,-19.699999999999996
1,-211.4000000000019
1,-19.399999999999995
1,-20.099999999999994
1,-119.1000000000006
1,-37.79999999999993
1,-19.999999999999993
1,-38.49999999999993
1,-99.20000000000034
1,-61.39999999999985
1,-17.400000000000002
1,-42.79999999999991
1,-17.8
1,-39.99999999999993
1,-18.1
1,-38.69999999999993
1,-17.300000000000004
1,-21.29999999999999
1,-19.499999999999996
1,-80.30000000000007
1,-62.39999999999985
1,-38.59999999999993
1,-70.59999999999992
1,-61.69999999999985
1,-41.19999999999992
1,-19.999999999999993
1,-17.000000000000004
1,-73.09999999999997
1,-80.90000000000006
1,-17.8
1,-37.499999999999936
1,-38.19999999999993
1,-60.49999999999985
1,-19.899999999999995
1,-17.6
1,-18.999999999999996
1,-42.79999999999992
1,-20.79999999999999
1,-20.89999999999999
1,-40.99999999999992
1,-59.199999999999854
1,-57.599999999999866
1,-16.900000000000006
1,-116.70000000000059
1,-61.69999999999985
1,-38.99999999999993
1,-17.000000000000004
1,-37.69999999999994
1,-58.69999999999986
1,-42.599999999999916
1,-40.299999999999926
1,-20.299999999999994
1,-18.5
1,-38.99999999999993
1,-17.200000000000003
1,-121.80000000000065
1,-100.40000000000035
1,-41.29999999999992
1,-19.299999999999997
1,-77.70000000000003
1,-21.799999999999986
1,-152.50000000000108
1,-77.80000000000003
1,-63.69999999999985
1,-118.6000000000006
1,-80.00000000000007
1,-19.499999999999996
1,-17.500000000000004
1,-80.60000000000007
1,-17.400000000000002
1,-20.199999999999992
1,-78.00000000000003
1,-41.89999999999992
1,-59.39999999999986
1,-39.699999999999925
1,-18.0
1,-76.90000000000002
1,-18.999999999999996
1,-39.699999999999925
1,-121.40000000000066
1,-36.79999999999993
1,-57.19999999999987
1,-19.999999999999993
1,-58.79999999999986
1,-140.20000000000093
1,-18.3
1,-40.29999999999992
1,-59.29999999999986
1,-103.30000000000041
1,-17.6
1,-150.50000000000105
1,-61.09999999999985
1,-38.499999999999936
1,-80.40000000000006
1,-18.7
1,-19.999999999999993
1,-120.60000000000065
1,-21.29999999999999
1,-103.10000000000039
1,-22.199999999999985
1,-334.09999999999644
1,-100.60000000000036
1,-42.099999999999916
1,-60.39999999999986
1,-96.50000000000028
1,-157.50000000000114
1,-36.59999999999994
1,-38.89999999999993
1,-97.80000000000031
1,-20.59999999999999
1,-18.999999999999996
1,-140.0000000000009
1,-40.99999999999992
1,-61.99999999999985
1,-18.799999999999997
1,-21.29999999999999
1,-55.79999999999986
1,-17.100000000000005
1,-142.30000000000095
1,-37.69999999999993
1,-120.30000000000062
1,-79.50000000000007
1,-20.099999999999994
1,-61.89999999999985
1,-20.099999999999994
1,-79.40000000000005
1,-20.199999999999992
1,-20.89999999999999
1,-94.80000000000027
1,-57.19999999999987
1,-19.999999999999993
1,-39.299999999999926
1,-17.400000000000002
1,-98.70000000000033
1,-19.499999999999996
1,-40.49999999999993
1,-20.099999999999994
1,-78.30000000000004
1,-39.59999999999992
1,-18.999999999999996
1,-37.59999999999993
1,-157.40000000000114
1,-20.89999999999999
1,-59.199999999999854
1,-37.49999999999993
1,-18.9
1,-40.199999999999925
1,-79.30000000000004
1,-37.09999999999994
1,-20.199999999999992
1,-57.19999999999986
1,-58.39999999999986
1,-56.89999999999987
1,-59.799999999999855
1,-29.19999999999996
1,-40.99999999999992
1,-105.90000000000043
1,-21.399999999999988
1,-19.999999999999993
1,-17.700000000000003
1,-17.200000000000003
1,-18.9
1,-62.099999999999845
1,-18.7
1,-42.19999999999992
1,-163.2000000000012
1,-22.699999999999985
1,-38.799999999999926
1,-100.60000000000036
1,-18.599999999999998
1,-17.100000000000005
1,-38.69999999999993
1,-18.799999999999997
1,-60.09999999999985
1,-60.29999999999985
1,-18.2
1,-60.49999999999986
1,-60.799999999999855
1,-19.499999999999996
1,-22.399999999999984
1,-81.50000000000009
1,-40.199999999999925
1,-19.699999999999996
1,-60.299999999999855
1,-19.299999999999997
1,-17.700000000000003
1,-17.700000000000003
1,-39.89999999999992
1,-40.699999999999925
1,-57.99999999999986
1,-60.09999999999985
1,-20.199999999999992
1,-39.89999999999993
1,-78.90000000000005
1,-59.799999999999855
1,-40.49999999999993
1,-58.99999999999986
1,-57.89999999999986
1,-19.999999999999993
1,-19.599999999999994
1,-17.200000000000003
1,-17.400000000000002
1,-19.399999999999995
1,-19.999999999999993
1,-70.59999999999992
1,-61.39999999999985
1,-39.49999999999992
1,-81.50000000000009
1,-17.200000000000003
1,-100.70000000000034
1,-20.299999999999994
1,-18.1
1,-39.19999999999993
1,-17.300000000000004
1,-35.39999999999994
1,-21.399999999999988
1,-21.49999999999999
1,-56.69999999999987
1,-38.59999999999993
1,-17.6
1,-38.79999999999993
1,-96.8000000000003
1,-73.59999999999998
1,-17.700000000000003
1,-20.299999999999994
1,-16.300000000000008
1,-20.699999999999992
1,-79.40000000000005
1,-19.499999999999996
1,-58.99999999999986
1,-17.6
1,-56.99999999999986
1,-59.199999999999854
1,-36.09999999999994
1,-102.40000000000036
1,-19.599999999999994
1,-17.200000000000003
1,-37.399999999999935
1,-17.500000000000004
1,-19.399999999999995
1,-60.99999999999985
1,-38.69999999999993
1,-42.999999999999915
1,-38.39999999999993
1,-37.29999999999993
1,-20.89999999999999
1,-41.19999999999992
1,-38.899999999999935
1,-18.3
1,-59.49999999999986
1,-74.99999999999999
1,-37.399999999999935
1,-19.999999999999993
1,-41.49999999999992
1,-59.49999999999986
1,-40.79999999999992
1,-78.50000000000004
1,-17.700000000000003
1,-18.0
1,-40.39999999999992
1,-38.19999999999993
1,-16.600000000000005
1,-54.59999999999987
1,-60.59999999999985
1,-163.80000000000123
1,-18.0
1,-18.7
1,-121.60000000000065
1,-38.59999999999993
1,-79.00000000000006
1,-22.599999999999984
1,-119.20000000000061
1,-100.80000000000035
1,-272.7000000000016
1,-61.39999999999985
1,-41.69999999999992
1,-39.89999999999993
1,-116.60000000000058
1,-20.099999999999994
1,-40.79999999999992
1,-19.599999999999994
1,-62.19999999999985
1,-35.999999999999936
1,-21.19999999999999
1,-38.89999999999993
1,-39.19999999999993
1,-19.199999999999996
1,-96.00000000000028
1,-21.49999999999999
1,-20.199999999999992
1,-19.499999999999996
1,-18.2
1,-42.69999999999992
1,-38.99999999999993
1,-20.59999999999999
1,-82.7000000000001
1,-38.499999999999936
1,-20.89999999999999
1,-64.99999999999984
1,-99.30000000000034
1,-62.59999999999985
1,-75.3
1,-207.80000000000186
1,-17.100000000000005
1,-18.599999999999998
1,-120.40000000000062
1,-28.399999999999963
1,-66.09999999999987
1,-38.59999999999993
1,-17.000000000000004
1,-101.00000000000036
1,-82.00000000000009
1,-118.70000000000061
1,-99.50000000000036
1,-19.999999999999993
1,-99.30000000000034
1,-121.60000000000063
1,-81.00000000000007
1,-18.799999999999997
1,-17.500000000000004
1,-21.49999999999999
1,-99.60000000000034
1,-21.69999999999999
1,-61.09999999999985
1,-20.99999999999999
1,-19.699999999999996
1,-119.40000000000062
1,-20.499999999999993
1,-40.39999999999993
1,-57.29999999999987
1,-39.799999999999926
1,-81.10000000000008
1,-59.699999999999854
1,-20.099999999999994
1,-18.799999999999997
1,-21.899999999999988
1,-17.8
1,-17.6
1,-122.70000000000066
1,-20.299999999999994
1,-20.699999999999992
1,-79.50000000000006
1,-139.6000000000009
1,-79.00000000000006
1,-20.89999999999999
1,-17.300000000000004
1,-18.3
1,-139.7000000000009
1,-19.899999999999995
1,-20.89999999999999
1,-120.20000000000063
1,-38.899999999999935
1,-40.99999999999992
1,-59.59999999999986
1,-19.999999999999993
1,-19.399999999999995
1,-57.099999999999866
1,-80.70000000000007
1,-97.10000000000029
1,-38.399999999999935
1,-62.89999999999984
1,-101.00000000000036
1,-48.79999999999989
1,-83.4000000000001
1,-19.999999999999993
1,-38.59999999999993
1,-158.60000000000116
1,-17.700000000000003
1,-58.49999999999986
1,-18.3
1,-38.59999999999993
1,-82.20000000000009
1,-77.60000000000002
1,-18.599999999999998
1,-119.00000000000061
1,-56.099999999999866
1,-101.10000000000036
1,-158.40000000000114
1,-40.59999999999992
1,-159.20000000000118
1,-78.50000000000004
1,-61.59999999999985
1,-101.60000000000036
1,-53.39999999999988
1,-18.599999999999998
1,-80.40000000000008
1,-59.499999999999865
1,-59.799999999999855
1,-183.4000000000015
1,-53.89999999999988
1,-18.599999999999998
1,-21.19999999999999
1,-181.6000000000015
1,-41.19999999999992
1,-18.5
1,-76.4
1,-20.39999999999999
1,-18.799999999999997
1,-79.00000000000006
1,-38.699999999999925
1,-19.499999999999996
1,-77.40000000000003
1,-103.00000000000038
1,-18.1
1,-17.8
1,-58.49999999999986
1,-57.69999999999986
1,-19.699999999999996
1,-18.599999999999998
1,-38.09999999999994
1,-139.50000000000088
1,-60.199999999999854
1,-21.69999999999999
1,-40.79999999999992
1,-58.799999999999855
1,-85.70000000000014
1,-37.79999999999993
1,-103.0000000000004
1,-77.70000000000003
1,-20.59999999999999
1,-98.90000000000033
1,-20.59999999999999
1,-58.99999999999986
1,-51.49999999999988
1,-102.00000000000038
1,-39.09999999999993
1,-137.10000000000085
1,-17.700000000000003
1,-81.50000000000009
1,-19.999999999999993
1,-42.099999999999916
1,-138.50000000000088
1,-61.39999999999986
1,-17.000000000000004
1,-39.99999999999992
1,-106.70000000000043
1,-170.50000000000134
1,-21.999999999999986
1,-19.699999999999996
1,-18.2
1,-38.799999999999926
1,-163.80000000000123
1,-96.7000000000003
1,-40.99999999999992
1,-38.99999999999993
1,-75.90000000000002
1,-21.799999999999986
1,-20.79999999999999
1,-19.099999999999998
1,-156.80000000000115
1,-56.49999999999987
1,-17.700000000000003
1,-36.19999999999994
1,-119.90000000000062
1,-18.3
1,-70.19999999999992
1,-41.499999999999915
1,-57.99999999999986
1,-50.999999999999886
1,-62.39999999999984
1,-40.09999999999993
1,-19.499999999999996
1,-18.0
1,-59.799999999999855
1,-120.10000000000063
1,-82.70000000000012
1,-18.0
1,-19.799999999999994
1,-81.80000000000008
1,-102.00000000000036
1,-39.99999999999992
1,-18.9
1,-20.199999999999992
1,-19.499999999999996
1,-16.900000000000006
1,-118.30000000000061
1,-79.00000000000006
1,-38.29999999999993
1,-37.49999999999993
1,-17.000000000000004
1,-135.10000000000082
1,-57.099999999999866
1,-62.29999999999985
1,-138.6000000000009
1,-59.099999999999866
1,-41.39999999999992
1,-187.30000000000157
1,-61.19999999999985
1,-17.700000000000003
1,-80.80000000000007
1,-60.89999999999985
1,-20.89999999999999
1,-40.699999999999925
1,-60.199999999999854
1,-39.59999999999993
1,-19.999999999999993
1,-59.59999999999986
1,-79.10000000000005
1,-79.80000000000007
1,-40.69999999999992
1,-20.499999999999993
1,-121.70000000000066
1,-20.79999999999999
1,-19.299999999999997
1,-20.299999999999994
1,-37.59999999999993
1,-40.09999999999992
1,-19.699999999999996
1,-40.199999999999925
1,-19.799999999999994
1,-18.0
2,-19.899999999999995
2,-18.1
2,-20.299999999999994
2,-38.19999999999993
2,-41.89999999999992
2,-20.99999999999999
2,-19.399999999999995
2,-18.999999999999996
2,-39.89999999999993
2,-39.89999999999993
2,-41.299999999999926
2,-18.999999999999996
2,-106.80000000000044
2,-82.7000000000001
2,-41.19999999999992
2,-65.09999999999985
2,-63.899999999999835
2,-169.50000000000134
2,-40.79999999999992
2,-18.5
2,-44.59999999999991
2,-40.79999999999992
2,-16.600000000000005
2,-58.79999999999986
2,-38.39999999999993
2,-17.6
2,-17.900000000000002
2,-41.69999999999992
2,-18.4
2,-22.499999999999986
2,-39.49999999999993
2,-84.90000000000013
2,-107.00000000000044
2,-18.599999999999998
2,-20.89999999999999
2,-28.99999999999996
2,-81.90000000000009
2,-20.39999999999999
2,-20.699999999999992
2,-42.29999999999992
2,-59.99999999999986
2,-39.89999999999993
2,-60.39999999999985
2,-59.59999999999986
2,-21.09999999999999
2,-18.7
2,-19.299999999999997
2,-19.299999999999997
2,-20.199999999999992
2,-18.3
2,-63.79999999999984
2,-85.80000000000013
2,-40.59999999999992
2,-61.79999999999985
2,-79.80000000000007
2,-37.89999999999993
2,-18.599999999999998
2,-17.200000000000003
2,-62.599999999999845
2,-41.79999999999992
2,-17.400000000000002
2,-40.199999999999925
2,-18.2
2,-19.199999999999996
2,-83.30000000000011
2,-38.99999999999993
2,-22.599999999999984
2,-21.799999999999986
2,-18.9
2,-23.099999999999984
2,-82.3000000000001
2,-62.099999999999845
2,-40.59999999999992
2,-19.999999999999993
2,-60.199999999999854
2,-39.09999999999993
2,-19.199999999999996
2,-41.69999999999992
2,-39.39999999999993
2,-63.999999999999844
2,-17.6
2,-83.5000000000001
2,-64.49999999999984
2,-38.09999999999994
2,-39.59999999999993
2,-19.699999999999996
2,-21.09999999999999
2,-80.80000000000008
2,-122.40000000000066
2,-106.90000000000045
2,-20.299999999999994
2,-28.599999999999962
2,-42.19999999999992
2,-63.69999999999985
2,-41.299999999999926
2,-20.89999999999999
2,-40.79999999999992
2,-19.899999999999995
2,-19.799999999999994
2,-18.0
2,-21.49999999999999
2,-20.199999999999992
2,-18.1
2,-20.89999999999999
2,-19.199999999999996
2,-21.799999999999986
2,-20.79999999999999
2,-39.699999999999925
2,-19.499999999999996
2,-18.999999999999996
2,-38.899999999999935
2,-61.89999999999985
2,-34.69999999999994
2,-18.799999999999997
2,-18.599999999999998
2,-87.60000000000016
2,-36.09999999999994
2,-19.199999999999996
2,-18.9
2,-18.7
2,-63.79999999999984
2,-18.599999999999998
2,-38.499999999999936
2,-19.599999999999994
2,-167.40000000000128
2,-19.799999999999994
2,-39.89999999999993
2,-17.400000000000002
2,-20.299999999999994
2,-60.09999999999986
2,-60.39999999999986
2,-17.700000000000003
2,-42.499999999999915
2,-84.30000000000013
2,-18.3
2,-121.40000000000065
2,-17.6
2,-41.79999999999992
2,-39.39999999999993
2,-63.69999999999985
2,-60.59999999999985
2,-22.299999999999986
2,-18.599999999999998
2,-108.10000000000046
2,-22.399999999999984
2,-17.300000000000004
2,-19.399999999999995
2,-61.099999999999845
2,-22.499999999999986
2,-18.0
2,-17.900000000000002
2,-87.30000000000017
2,-104.00000000000041
2,-20.199999999999992
2,-42.099999999999916
2,-28.499999999999964
2,-62.69999999999985
2,-59.49999999999986
2,-21.69999999999999
2,-41.79999999999992
2,-20.79999999999999
2,-20.79999999999999
2,-59.39999999999986
2,-63.69999999999984
2,-20.59999999999999
2,-84.20000000000012
2,-126.70000000000073
2,-42.29999999999992
2,-45.899999999999906
2,-84.50000000000011
2,-61.39999999999985
2,-84.70000000000013
2,-42.79999999999991
2,-43.39999999999991
2,-61.09999999999986
2,-124.20000000000068
2,-38.99999999999993
2,-20.199999999999992
2,-19.699999999999996
2,-60.09999999999986
2,-46.2999999999999
2,-43.79999999999991
2,-21.09999999999999
2,-80.80000000000007
2,-52.799999999999876
2,-39.59999999999992
2,-21.599999999999987
2,-18.7
2,-84.10000000000012
2,-42.29999999999992
2,-62.299999999999855
2,-39.89999999999993
2,-21.399999999999988
2,-21.69999999999999
2,-44.399999999999906
2,-19.699999999999996
2,-19.299999999999997
2,-40.199999999999925
2,-40.79999999999992
2,-20.79999999999999
2,-32.59999999999995
2,-19.299999999999997
2,-22.699999999999985
2,-38.89999999999993
2,-43.099999999999916
2,-268.4000000000018
2,-88.10000000000018
2,-62.39999999999984
2,-19.899999999999995
2,-20.099999999999994
2,-20.699999999999992
2,-19.699999999999996
2,-61.69999999999985
2,-85.20000000000013
2,-86.90000000000015
2,-46.5999999999999
2,-80.10000000000007
2,-22.799999999999983
2,-38.799999999999926
2,-59.59999999999986
2,-41.69999999999992
2,-246.6000000000024
2,-21.599999999999987
2,-52.69999999999988
2,-18.1
2,-45.299999999999905
2,-19.299999999999997
2,-58.59999999999986
2,-105.90000000000043
2,-19.299999999999997
2,-18.799999999999997
2,-61.49999999999985
2,-38.79999999999993
2,-18.9
2,-21.999999999999986
2,-104.30000000000042
2,-31.199999999999953
2,-61.59999999999985
2,-18.4
2,-39.39999999999993
2,-19.099999999999998
2,-59.59999999999985
2,-20.299999999999994
2,-18.7
2,-63.999999999999844
2,-18.1
2,-40.99999999999992
2,-41.49999999999992
2,-18.1
2,-21.599999999999987
2,-100.30000000000035
2,-20.499999999999993
2,-17.6
2,-83.30000000000011
2,-162.60000000000124
2,-38.79999999999993
2,-104.4000000000004
2,-61.49999999999985
2,-83.90000000000012
2,-65.49999999999986
2,-18.799999999999997
2,-20.299999999999994
2,-142.50000000000094
2,-17.8
2,-18.599999999999998
2,-18.999999999999996
2,-126.10000000000072
2,-20.59999999999999
2,-17.300000000000004
2,-19.099999999999998
2,-43.79999999999991
2,-17.6
2,-38.499999999999936
2,-18.2
2,-79.60000000000007
2,-21.69999999999999
2,-39.799999999999926
2,-22.099999999999987
2,-39.59999999999993
2,-41.19999999999992
2,-22.399999999999984
2,-63.59999999999984
2,-19.999999999999993
2,-40.99999999999992
2,-60.39999999999986
2,-92.00000000000024
2,-82.20000000000009
2,-61.79999999999985
2,-41.99999999999992
2,-26.59999999999997
2,-18.9
2,-82.20000000000009
2,-21.399999999999988
2,-55.599999999999866
2,-49.69999999999989
2,-83.30000000000011
2,-38.09999999999993
2,-17.300000000000004
2,-19.699999999999996
2,-83.0000000000001
2,-22.099999999999987
2,-40.699999999999925
2,-42.19999999999992
2,-18.1
2,-79.80000000000007
2,-21.399999999999988
2,-18.2
2,-19.999999999999993
2,-63.69999999999985
2,-18.9
